scikit-learn	Techniques; Frameworks & Tools	lib for machine learning	1.5	2	0.5		1	1	0	0								ADOPT																	TRIAL		
Haskell	Languages	impl. language	-1.3	15	0.5		0	1	7	7	HOLD		HOLD		ASSESS	ASSESS	HOLD	HOLD	HOLD	ASSESS					HOLD		ASSESS	HOLD		ASSESS			ASSESS	TRIAL	ASSESS		
Nginx	Platforms & Infrastructure	webserver / loadbalancer	1.9	14	0.9		13	1	0	0	ADOPT			ADOPT	ADOPT		ADOPT	ADOPT		ADOPT		TRIAL	ADOPT		ADOPT		ADOPT	ADOPT		ADOPT	ADOPT	ADOPT					
Maven	Techniques; Frameworks & Tools	Build Tool	2.0	16	1.0		16	0	0	0	ADOPT		ADOPT		ADOPT		ADOPT		ADOPT	ADOPT		ADOPT		ADOPT	ADOPT		ADOPT	ADOPT	ADOPT	ADOPT			ADOPT	ADOPT	ADOPT		
Bash	Languages	impl. language	-0.7	15	0.6	TRUE	3	2	1	9	HOLD	ASSESS	HOLD				HOLD	HOLD		HOLD	TRIAL	HOLD	HOLD	TRIAL	HOLD			ADOPT		HOLD	ADOPT			ADOPT			
Undertow	Platforms & Infrastructure	webserver	0.4	15	0.3		4	5	5	1	ASSESS		TRIAL		ADOPT	ADOPT		ASSESS	ADOPT	ASSESS		ADOPT		TRIAL	TRIAL	TRIAL			ASSESS	TRIAL			ASSESS	HOLD			
AWS Lambda	Platforms & Infrastructure	computing service	-0.8	16	0.7		0	3	11	2	ASSESS		ASSESS	ASSESS			TRIAL	TRIAL	HOLD	HOLD		ASSESS		ASSESS	ASSESS		ASSESS			ASSESS	ASSESS	TRIAL		ASSESS	ASSESS		
log4j2	Platforms & Infrastructure	Logging-Framework	1.9	16	0.9		15	1	0	0		ADOPT	ADOPT		ADOPT		ADOPT	ADOPT	ADOPT		ADOPT			ADOPT	ADOPT		ADOPT	ADOPT		ADOPT		ADOPT	ADOPT	ADOPT	TRIAL		
Thymeleaf	Techniques; Frameworks & Tools	Templating Framework	1.1	15	0.5		7	6	1	1					ADOPT	ASSESS	ADOPT			TRIAL	ADOPT	TRIAL		TRIAL	ADOPT		TRIAL	TRIAL	TRIAL	ADOPT		ADOPT	ADOPT	HOLD			
ClojureScript	Languages	impl. language	0.7	15	0.9		0	13	2	0	TRIAL			TRIAL	TRIAL	ASSESS		TRIAL	TRIAL	TRIAL		TRIAL	TRIAL	TRIAL	ASSESS	TRIAL		TRIAL		TRIAL	TRIAL						
Zookeeper	Platforms & Infrastructure	distributed computing	0.1	16	0.4		3	5	6	2			ASSESS	ASSESS			ASSESS	TRIAL		TRIAL		HOLD		TRIAL	TRIAL	TRIAL	ADOPT	ASSESS		HOLD	ASSESS	ASSESS		ADOPT	ADOPT		
Graphite	Data Mgt	TS DB	-1.6	16	0.9		0	2	0	14		TRIAL					HOLD	HOLD	HOLD	HOLD		HOLD		HOLD	HOLD	HOLD	HOLD	HOLD		HOLD	TRIAL	HOLD		HOLD	HOLD		
etcd	Platforms & Infrastructure	distributed key/value store	1.3	17	0.7		5	12	0	0			TRIAL	TRIAL	ADOPT			TRIAL	TRIAL	TRIAL	TRIAL	TRIAL		TRIAL	TRIAL	ADOPT	TRIAL			ADOPT	TRIAL		TRIAL	ADOPT	ADOPT		
STUPS	Platforms & Infrastructure	PaaS tool set	1.9	17	0.9		16	1	0	0	ADOPT		ADOPT	TRIAL	ADOPT		ADOPT		ADOPT	ADOPT		ADOPT		ADOPT	ADOPT		ADOPT	ADOPT	ADOPT	ADOPT			ADOPT	ADOPT	ADOPT		
Redis	Data Mgt	NoSql DB/caching	2.0	17	1.0		17	0	0	0	ADOPT	ADOPT	ADOPT					ADOPT	ADOPT	ADOPT		ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT				ADOPT		
Guice	Techniques; Frameworks & Tools	impl. frw for dependency injection	1.4	17	0.5		8	8	1	0	ADOPT				ADOPT			ADOPT	TRIAL	TRIAL	TRIAL	TRIAL	TRIAL	TRIAL	TRIAL		ADOPT		ADOPT	ADOPT		ASSESS	TRIAL	ADOPT	ADOPT		
Akka (Scala)	Techniques; Frameworks & Tools		0.4	17	0.4		4	6	7	0	ADOPT		ASSESS		ADOPT			ASSESS		ASSESS	TRIAL	ASSESS	ASSESS	ASSESS	TRIAL		TRIAL	TRIAL	TRIAL	ASSESS	ADOPT		TRIAL		ADOPT		
MongoDB	Data Mgt	NoSql DB	-1.8	17	0.9		0	1	1	15	HOLD			HOLD	HOLD			HOLD	HOLD	HOLD		HOLD	HOLD	TRIAL	HOLD		HOLD	HOLD		HOLD	HOLD		ASSESS	HOLD	HOLD		
Groovy	Languages	impl. language	-1.6	17	0.8		0	1	3	13	HOLD	HOLD						HOLD	HOLD	HOLD	HOLD	HOLD	ASSESS		HOLD	HOLD	HOLD	HOLD	TRIAL	HOLD		ASSESS		ASSESS	HOLD		
JBoss	Platforms & Infrastructure	Application Server	-1.8	17	0.8		0	0	3	14	HOLD	HOLD			HOLD			HOLD	HOLD	HOLD		HOLD	HOLD	ASSESS	HOLD		HOLD	HOLD	ASSESS	HOLD		ASSESS		HOLD	HOLD		
Node.js 	Techniques; Frameworks & Tools	server-side JS	0.6	18	0.5		4	9	3	2	TRIAL	TRIAL			TRIAL	ASSESS		TRIAL		HOLD	ASSESS	HOLD	TRIAL		TRIAL	ADOPT	TRIAL	ADOPT	ADOPT	TRIAL	ASSESS			ADOPT	TRIAL		
Jetty	Platforms & Infrastructure	webserver	2.0	18	1.0		18	0	0	0	ADOPT	ADOPT	ADOPT	ADOPT			ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT			ADOPT	ADOPT	ADOPT		ADOPT			ADOPT		
ReactJS	Techniques; Frameworks & Tools	JS framework for SPA	1.1	18	0.6		5	11	2	0	TRIAL	TRIAL			ADOPT	TRIAL		ASSESS	TRIAL	TRIAL		TRIAL	TRIAL		TRIAL	ADOPT	ASSESS	ADOPT		ADOPT	TRIAL	TRIAL		ADOPT	TRIAL		
PHP	Languages		-1.8	18	0.9		1	0	0	17	HOLD	HOLD	HOLD	HOLD		HOLD	HOLD	HOLD		HOLD		HOLD		HOLD	HOLD		HOLD	ADOPT		HOLD		HOLD	HOLD	HOLD	HOLD		
MySQL	Data Mgt	RDBMS	-1.5	19	0.8		1	1	2	15	HOLD	ASSESS	HOLD		HOLD		HOLD	HOLD	HOLD	HOLD	HOLD	HOLD		TRIAL	HOLD		HOLD	ASSESS	ADOPT	HOLD	HOLD	HOLD			HOLD		
Clojure	Languages	impl. language	1.3	19	0.7		5	14	0	0	TRIAL		TRIAL	ADOPT	ADOPT		TRIAL	TRIAL	TRIAL	ADOPT		TRIAL	TRIAL	TRIAL	TRIAL	TRIAL	TRIAL	TRIAL		ADOPT	ADOPT	TRIAL			TRIAL		
Play (Scala)	Techniques; Frameworks & Tools		1.5	21	0.5		11	10	0	0	ADOPT	TRIAL	ADOPT		ADOPT			ADOPT	TRIAL	TRIAL	TRIAL	TRIAL	TRIAL	TRIAL	ADOPT		ADOPT	TRIAL	TRIAL	TRIAL	ADOPT		ADOPT		ADOPT	ADOPT	ADOPT
Tomcat	Platforms & Infrastructure	webserver	1.8	20	1.0		19	0	0	1	ADOPT	ADOPT	ADOPT		ADOPT		ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT		ADOPT	ADOPT	ADOPT	ADOPT		ADOPT	ADOPT		HOLD		
MemCached	Data Mgt	caching	1.6	20	0.9		18	0	0	2	HOLD						ADOPT	ADOPT	ADOPT	HOLD	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT		
slf4j	Platforms & Infrastructure	Logging-Facade, multiple implementations (Log4J,Logback)	2.0	20	1.0		20	0	0	0	ADOPT		ADOPT		ADOPT		ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT		ADOPT	ADOPT		ADOPT	ADOPT	ADOPT	ADOPT		
log4j	Platforms & Infrastructure	Logging-Framework	-1.2	20	0.8		4	0	0	16	HOLD	HOLD	HOLD		HOLD		ADOPT	HOLD	HOLD	HOLD	ADOPT			HOLD	HOLD	HOLD	HOLD	HOLD	ADOPT	HOLD		ADOPT	HOLD	HOLD	HOLD		
Oracle DB	Data Mgt	RDBMS	-1.8	20	0.9		0	1	1	18	HOLD	HOLD	HOLD		HOLD		HOLD	HOLD	HOLD	HOLD	HOLD	HOLD		TRIAL	HOLD		HOLD	HOLD		HOLD	ASSESS	HOLD	HOLD	HOLD	HOLD		
Go	Languages	impl. language	0.8	21	0.5		5	11	5	0	TRIAL		TRIAL	ADOPT	ADOPT		ASSESS	TRIAL	TRIAL	TRIAL		TRIAL	ASSESS	TRIAL	TRIAL	TRIAL	TRIAL	ADOPT		ADOPT	TRIAL	ASSESS	ASSESS	ADOPT	ASSESS		
C/C++	Languages	impl. language	-1.5	20	0.8		2	0	2	16	HOLD	HOLD	HOLD		HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	ASSESS		HOLD	HOLD		HOLD		HOLD	ADOPT	ASSESS	HOLD	HOLD	ADOPT			
Kafka	Data Mgt	message queues	1.5	21	0.5		11	10	0	0			ADOPT	TRIAL	ADOPT		TRIAL	ADOPT	TRIAL	TRIAL		ADOPT	ADOPT	TRIAL	ADOPT	TRIAL	ADOPT	ADOPT		TRIAL	ADOPT	TRIAL	TRIAL	TRIAL	ADOPT	ADOPT	
Scala	Languages	impl. language	1.8	21	0.8		17	4	0	0	ADOPT	TRIAL	ADOPT		ADOPT		ADOPT	ADOPT	TRIAL	ADOPT	TRIAL	ADOPT	ADOPT	TRIAL	ADOPT		ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT		ADOPT		
AngularJS 1.x	Techniques; Frameworks & Tools	JS framework	-0.8	20	0.7	TRUE	5	1	1	13	HOLD	ADOPT			HOLD	HOLD	TRIAL	HOLD	HOLD	HOLD	ADOPT	HOLD	ADOPT	ADOPT	HOLD	HOLD	HOLD	ASSESS	ADOPT	HOLD			HOLD	HOLD			
Guava	Techniques; Frameworks & Tools	standard lib	2.0	21	1.0		21	0	0	0	ADOPT		ADOPT		ADOPT		ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT		ADOPT	ADOPT	ADOPT	ADOPT		
Cassandra	Data Mgt	NoSql DB	2.0	22	1.0		22	0	0	0	ADOPT		ADOPT	ADOPT	ADOPT		ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT		ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT		
OpenAPI (Swagger)	Techniques; Frameworks & Tools	rest api frw	1.8	22	0.9		19	2	1	0	ADOPT		ADOPT	ADOPT	TRIAL		ADOPT	ADOPT	ADOPT	ADOPT	TRIAL	ASSESS	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT		ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT		
Hystrix	Platforms & Infrastructure	lib for fault tolerance	1.8	22	0.8		18	4	0	0		ADOPT	ADOPT	TRIAL	ADOPT		ADOPT	ADOPT	ADOPT	ADOPT	TRIAL	ADOPT	TRIAL	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT		ADOPT	TRIAL	ADOPT	ADOPT		
Spring	Techniques; Frameworks & Tools	impl. frw mixed	1.8	22	1.0		21	0	0	1	ADOPT	ADOPT	ADOPT		ADOPT		ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	HOLD		ADOPT	ADOPT	ADOPT	ADOPT		
PostgreSQL	Data Mgt	RDBMS	2.0	23	1.0		23	0	0	0	ADOPT	ADOPT	ADOPT	ADOPT			ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT		
Javascript	Languages	impl. language	2.0	24	1.0		24	0	0	0	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT		ADOPT	ADOPT	ADOPT	ADOPT		
Docker	Platforms & Infrastructure	Container/Deployment	2.0	25	1.0		25	0	0	0	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT		
Python	Languages	impl. language	2.0	25	1.0		25	0	0	0	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT		
Java	Languages	impl. language	2.0	25	1.0		25	0	0	0	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT	ADOPT		
Perl	Languages	impl. language	-1.9	22	1.0		0	1	0	21	HOLD	HOLD	HOLD	HOLD	HOLD		HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	TRIAL	HOLD		HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD		HOLD		
ActiveMQ	Data Mgt	message queues	-1.9	11	0.9		0	0	1	10	HOLD	ASSESS					HOLD	HOLD	HOLD	HOLD		HOLD			HOLD	HOLD	HOLD								HOLD		
JRuby	Languages	impl. language	-1.9	18	0.9		0	0	1	17	HOLD	HOLD	HOLD		HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD		HOLD		HOLD			HOLD		HOLD	ASSESS		HOLD		
Ruby	Languages	impl. language	-1.9	18	0.9		0	0	1	17	HOLD	HOLD	HOLD		ASSESS	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD		HOLD		HOLD	HOLD	HOLD	HOLD					HOLD		
.NET	Languages	impl. language	-2.0	22	1.0		0	0	0	22	HOLD	HOLD	HOLD		HOLD		HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD		HOLD	HOLD	HOLD	HOLD		
Mono	Languages	C# based, .NET compatible RTE	-2.0	19	1.0		0	0	0	19	HOLD		HOLD		HOLD		HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD	HOLD			HOLD	HOLD		HOLD	HOLD	HOLD	HOLD		
Puppet	Platforms & Infrastructure	config mgt	-2.0	5	1.0		0	0	0	5										HOLD		HOLD					HOLD			HOLD					HOLD		
																																					
																																					
SUMS																																					
	Platforms & Infrastructure	27																																			
	Data Mgt	39																																			
	Languages	30																																			
	Techniques; Frameworks & Tools	29																																			
Total		125																																			
control		125																																			